REF_DATE,Industry,Employed_000s,Year,Month,Month_Name,Quarter,Year_Month,Industry_Clean
2019-02-01,"Business, building and other support services [55, 56]",774.6,2019,2,Feb,Q1,2019-02,"Business, building and other support services"
2019-03-01,"Business, building and other support services [55, 56]",755.0,2019,3,Mar,Q1,2019-03,"Business, building and other support services"
2019-04-01,"Business, building and other support services [55, 56]",752.6,2019,4,Apr,Q2,2019-04,"Business, building and other support services"
2019-05-01,"Business, building and other support services [55, 56]",781.0,2019,5,May,Q2,2019-05,"Business, building and other support services"
2019-06-01,"Business, building and other support services [55, 56]",784.7,2019,6,Jun,Q2,2019-06,"Business, building and other support services"
2019-07-01,"Business, building and other support services [55, 56]",803.2,2019,7,Jul,Q3,2019-07,"Business, building and other support services"
2019-08-01,"Business, building and other support services [55, 56]",776.6,2019,8,Aug,Q3,2019-08,"Business, building and other support services"
2019-09-01,"Business, building and other support services [55, 56]",750.7,2019,9,Sep,Q3,2019-09,"Business, building and other support services"
2019-10-01,"Business, building and other support services [55, 56]",748.0,2019,10,Oct,Q4,2019-10,"Business, building and other support services"
2019-11-01,"Business, building and other support services [55, 56]",736.6,2019,11,Nov,Q4,2019-11,"Business, building and other support services"
2019-12-01,"Business, building and other support services [55, 56]",725.8,2019,12,Dec,Q4,2019-12,"Business, building and other support services"
2020-01-01,"Business, building and other support services [55, 56]",709.2,2020,1,Jan,Q1,2020-01,"Business, building and other support services"
2020-02-01,"Business, building and other support services [55, 56]",715.6,2020,2,Feb,Q1,2020-02,"Business, building and other support services"
2020-03-01,"Business, building and other support services [55, 56]",681.4,2020,3,Mar,Q1,2020-03,"Business, building and other support services"
2020-04-01,"Business, building and other support services [55, 56]",620.3,2020,4,Apr,Q2,2020-04,"Business, building and other support services"
2020-05-01,"Business, building and other support services [55, 56]",639.4,2020,5,May,Q2,2020-05,"Business, building and other support services"
2020-06-01,"Business, building and other support services [55, 56]",714.5,2020,6,Jun,Q2,2020-06,"Business, building and other support services"
2020-07-01,"Business, building and other support services [55, 56]",710.7,2020,7,Jul,Q3,2020-07,"Business, building and other support services"
2020-08-01,"Business, building and other support services [55, 56]",727.0,2020,8,Aug,Q3,2020-08,"Business, building and other support services"
2020-09-01,"Business, building and other support services [55, 56]",709.7,2020,9,Sep,Q3,2020-09,"Business, building and other support services"
2020-10-01,"Business, building and other support services [55, 56]",684.6,2020,10,Oct,Q4,2020-10,"Business, building and other support services"
2020-11-01,"Business, building and other support services [55, 56]",675.9,2020,11,Nov,Q4,2020-11,"Business, building and other support services"
2020-12-01,"Business, building and other support services [55, 56]",639.7,2020,12,Dec,Q4,2020-12,"Business, building and other support services"
2021-01-01,"Business, building and other support services [55, 56]",632.4,2021,1,Jan,Q1,2021-01,"Business, building and other support services"
2021-02-01,"Business, building and other support services [55, 56]",646.1,2021,2,Feb,Q1,2021-02,"Business, building and other support services"
2021-03-01,"Business, building and other support services [55, 56]",648.8,2021,3,Mar,Q1,2021-03,"Business, building and other support services"
2021-04-01,"Business, building and other support services [55, 56]",658.7,2021,4,Apr,Q2,2021-04,"Business, building and other support services"
2021-05-01,"Business, building and other support services [55, 56]",705.3,2021,5,May,Q2,2021-05,"Business, building and other support services"
2021-06-01,"Business, building and other support services [55, 56]",719.9,2021,6,Jun,Q2,2021-06,"Business, building and other support services"
2021-07-01,"Business, building and other support services [55, 56]",731.8,2021,7,Jul,Q3,2021-07,"Business, building and other support services"
2021-08-01,"Business, building and other support services [55, 56]",721.5,2021,8,Aug,Q3,2021-08,"Business, building and other support services"
2021-09-01,"Business, building and other support services [55, 56]",701.8,2021,9,Sep,Q3,2021-09,"Business, building and other support services"
2021-10-01,"Business, building and other support services [55, 56]",671.8,2021,10,Oct,Q4,2021-10,"Business, building and other support services"
2021-11-01,"Business, building and other support services [55, 56]",688.0,2021,11,Nov,Q4,2021-11,"Business, building and other support services"
2021-12-01,"Business, building and other support services [55, 56]",673.7,2021,12,Dec,Q4,2021-12,"Business, building and other support services"
2022-01-01,"Business, building and other support services [55, 56]",639.0,2022,1,Jan,Q1,2022-01,"Business, building and other support services"
2022-02-01,"Business, building and other support services [55, 56]",657.4,2022,2,Feb,Q1,2022-02,"Business, building and other support services"
2022-03-01,"Business, building and other support services [55, 56]",656.3,2022,3,Mar,Q1,2022-03,"Business, building and other support services"
2022-04-01,"Business, building and other support services [55, 56]",655.3,2022,4,Apr,Q2,2022-04,"Business, building and other support services"
2022-05-01,"Business, building and other support services [55, 56]",699.5,2022,5,May,Q2,2022-05,"Business, building and other support services"
2022-06-01,"Business, building and other support services [55, 56]",735.8,2022,6,Jun,Q2,2022-06,"Business, building and other support services"
2022-07-01,"Business, building and other support services [55, 56]",741.8,2022,7,Jul,Q3,2022-07,"Business, building and other support services"
2022-08-01,"Business, building and other support services [55, 56]",725.3,2022,8,Aug,Q3,2022-08,"Business, building and other support services"
2022-09-01,"Business, building and other support services [55, 56]",706.1,2022,9,Sep,Q3,2022-09,"Business, building and other support services"
2022-10-01,"Business, building and other support services [55, 56]",696.8,2022,10,Oct,Q4,2022-10,"Business, building and other support services"
2022-11-01,"Business, building and other support services [55, 56]",691.7,2022,11,Nov,Q4,2022-11,"Business, building and other support services"
2022-12-01,"Business, building and other support services [55, 56]",685.8,2022,12,Dec,Q4,2022-12,"Business, building and other support services"
2023-01-01,"Business, building and other support services [55, 56]",658.1,2023,1,Jan,Q1,2023-01,"Business, building and other support services"
2023-02-01,"Business, building and other support services [55, 56]",658.5,2023,2,Feb,Q1,2023-02,"Business, building and other support services"
2023-03-01,"Business, building and other support services [55, 56]",690.7,2023,3,Mar,Q1,2023-03,"Business, building and other support services"
2023-04-01,"Business, building and other support services [55, 56]",687.4,2023,4,Apr,Q2,2023-04,"Business, building and other support services"
2023-05-01,"Business, building and other support services [55, 56]",694.5,2023,5,May,Q2,2023-05,"Business, building and other support services"
2023-06-01,"Business, building and other support services [55, 56]",710.2,2023,6,Jun,Q2,2023-06,"Business, building and other support services"
2023-07-01,"Business, building and other support services [55, 56]",722.3,2023,7,Jul,Q3,2023-07,"Business, building and other support services"
2023-08-01,"Business, building and other support services [55, 56]",725.4,2023,8,Aug,Q3,2023-08,"Business, building and other support services"
2023-09-01,"Business, building and other support services [55, 56]",712.1,2023,9,Sep,Q3,2023-09,"Business, building and other support services"
2023-10-01,"Business, building and other support services [55, 56]",698.2,2023,10,Oct,Q4,2023-10,"Business, building and other support services"
2023-11-01,"Business, building and other support services [55, 56]",702.9,2023,11,Nov,Q4,2023-11,"Business, building and other support services"
2023-12-01,"Business, building and other support services [55, 56]",663.5,2023,12,Dec,Q4,2023-12,"Business, building and other support services"
2024-01-01,"Business, building and other support services [55, 56]",657.7,2024,1,Jan,Q1,2024-01,"Business, building and other support services"
2024-02-01,"Business, building and other support services [55, 56]",650.3,2024,2,Feb,Q1,2024-02,"Business, building and other support services"
2024-03-01,"Business, building and other support services [55, 56]",662.6,2024,3,Mar,Q1,2024-03,"Business, building and other support services"
2024-04-01,"Business, building and other support services [55, 56]",675.9,2024,4,Apr,Q2,2024-04,"Business, building and other support services"
2024-05-01,"Business, building and other support services [55, 56]",731.9,2024,5,May,Q2,2024-05,"Business, building and other support services"
2024-06-01,"Business, building and other support services [55, 56]",742.8,2024,6,Jun,Q2,2024-06,"Business, building and other support services"
2024-07-01,"Business, building and other support services [55, 56]",746.7,2024,7,Jul,Q3,2024-07,"Business, building and other support services"
2024-08-01,"Business, building and other support services [55, 56]",730.7,2024,8,Aug,Q3,2024-08,"Business, building and other support services"
2024-09-01,"Business, building and other support services [55, 56]",715.1,2024,9,Sep,Q3,2024-09,"Business, building and other support services"
2024-10-01,"Business, building and other support services [55, 56]",737.4,2024,10,Oct,Q4,2024-10,"Business, building and other support services"
2024-11-01,"Business, building and other support services [55, 56]",720.1,2024,11,Nov,Q4,2024-11,"Business, building and other support services"
2024-12-01,"Business, building and other support services [55, 56]",713.1,2024,12,Dec,Q4,2024-12,"Business, building and other support services"
2019-01-01,Educational services [61],1370.1,2019,1,Jan,Q1,2019-01,Educational services
2019-02-01,Educational services [61],1383.1,2019,2,Feb,Q1,2019-02,Educational services
2019-03-01,Educational services [61],1363.0,2019,3,Mar,Q1,2019-03,Educational services
2019-04-01,Educational services [61],1363.0,2019,4,Apr,Q2,2019-04,Educational services
2019-05-01,Educational services [61],1342.0,2019,5,May,Q2,2019-05,Educational services
2019-06-01,Educational services [61],1355.2,2019,6,Jun,Q2,2019-06,Educational services
2019-07-01,Educational services [61],1090.6,2019,7,Jul,Q3,2019-07,Educational services
2019-08-01,Educational services [61],1094.1,2019,8,Aug,Q3,2019-08,Educational services
2019-09-01,Educational services [61],1351.6,2019,9,Sep,Q3,2019-09,Educational services
2019-10-01,Educational services [61],1382.5,2019,10,Oct,Q4,2019-10,Educational services
2019-11-01,Educational services [61],1407.9,2019,11,Nov,Q4,2019-11,Educational services
2019-12-01,Educational services [61],1406.9,2019,12,Dec,Q4,2019-12,Educational services
2020-01-01,Educational services [61],1401.1,2020,1,Jan,Q1,2020-01,Educational services
2020-02-01,Educational services [61],1413.1,2020,2,Feb,Q1,2020-02,Educational services
2020-03-01,Educational services [61],1264.1,2020,3,Mar,Q1,2020-03,Educational services
2020-04-01,Educational services [61],1245.8,2020,4,Apr,Q2,2020-04,Educational services
2020-05-01,Educational services [61],1254.2,2020,5,May,Q2,2020-05,Educational services
2020-06-01,Educational services [61],1269.5,2020,6,Jun,Q2,2020-06,Educational services
2020-07-01,Educational services [61],1063.1,2020,7,Jul,Q3,2020-07,Educational services
2020-08-01,Educational services [61],1075.0,2020,8,Aug,Q3,2020-08,Educational services
2020-09-01,Educational services [61],1414.0,2020,9,Sep,Q3,2020-09,Educational services
2020-10-01,Educational services [61],1474.4,2020,10,Oct,Q4,2020-10,Educational services
2020-11-01,Educational services [61],1478.8,2020,11,Nov,Q4,2020-11,Educational services
2020-12-01,Educational services [61],1481.2,2020,12,Dec,Q4,2020-12,Educational services
2021-01-01,Educational services [61],1451.9,2021,1,Jan,Q1,2021-01,Educational services
2021-02-01,Educational services [61],1515.7,2021,2,Feb,Q1,2021-02,Educational services
2021-03-01,Educational services [61],1531.5,2021,3,Mar,Q1,2021-03,Educational services
2021-04-01,Educational services [61],1484.3,2021,4,Apr,Q2,2021-04,Educational services
2021-05-01,Educational services [61],1471.4,2021,5,May,Q2,2021-05,Educational services
2021-06-01,Educational services [61],1473.5,2021,6,Jun,Q2,2021-06,Educational services
2021-07-01,Educational services [61],1194.7,2021,7,Jul,Q3,2021-07,Educational services
2021-08-01,Educational services [61],1197.5,2021,8,Aug,Q3,2021-08,Educational services
2021-09-01,Educational services [61],1490.6,2021,9,Sep,Q3,2021-09,Educational services
2021-10-01,Educational services [61],1524.5,2021,10,Oct,Q4,2021-10,Educational services
2021-11-01,Educational services [61],1529.5,2021,11,Nov,Q4,2021-11,Educational services
2021-12-01,Educational services [61],1545.5,2021,12,Dec,Q4,2021-12,Educational services
2022-01-01,Educational services [61],1513.0,2022,1,Jan,Q1,2022-01,Educational services
2022-02-01,Educational services [61],1561.8,2022,2,Feb,Q1,2022-02,Educational services
2022-03-01,Educational services [61],1539.0,2022,3,Mar,Q1,2022-03,Educational services
2022-04-01,Educational services [61],1543.0,2022,4,Apr,Q2,2022-04,Educational services
2022-05-01,Educational services [61],1548.0,2022,5,May,Q2,2022-05,Educational services
2022-06-01,Educational services [61],1531.4,2022,6,Jun,Q2,2022-06,Educational services
2022-07-01,Educational services [61],1217.3,2022,7,Jul,Q3,2022-07,Educational services
2022-08-01,Educational services [61],1181.6,2022,8,Aug,Q3,2022-08,Educational services
2022-09-01,Educational services [61],1489.6,2022,9,Sep,Q3,2022-09,Educational services
2022-10-01,Educational services [61],1535.0,2022,10,Oct,Q4,2022-10,Educational services
2022-11-01,Educational services [61],1553.2,2022,11,Nov,Q4,2022-11,Educational services
2022-12-01,Educational services [61],1548.9,2022,12,Dec,Q4,2022-12,Educational services
2023-01-01,Educational services [61],1551.6,2023,1,Jan,Q1,2023-01,Educational services
2023-02-01,Educational services [61],1570.8,2023,2,Feb,Q1,2023-02,Educational services
2023-03-01,Educational services [61],1551.6,2023,3,Mar,Q1,2023-03,Educational services
2023-04-01,Educational services [61],1567.3,2023,4,Apr,Q2,2023-04,Educational services
2023-05-01,Educational services [61],1565.2,2023,5,May,Q2,2023-05,Educational services
2023-06-01,Educational services [61],1534.5,2023,6,Jun,Q2,2023-06,Educational services
2023-07-01,Educational services [61],1239.9,2023,7,Jul,Q3,2023-07,Educational services
2023-08-01,Educational services [61],1217.3,2023,8,Aug,Q3,2023-08,Educational services
2023-09-01,Educational services [61],1559.0,2023,9,Sep,Q3,2023-09,Educational services
2023-10-01,Educational services [61],1608.5,2023,10,Oct,Q4,2023-10,Educational services
2023-11-01,Educational services [61],1612.9,2023,11,Nov,Q4,2023-11,Educational services
2023-12-01,Educational services [61],1610.6,2023,12,Dec,Q4,2023-12,Educational services
2024-01-01,Educational services [61],1636.8,2024,1,Jan,Q1,2024-01,Educational services
2024-02-01,Educational services [61],1634.2,2024,2,Feb,Q1,2024-02,Educational services
2024-03-01,Educational services [61],1619.1,2024,3,Mar,Q1,2024-03,Educational services
2024-04-01,Educational services [61],1615.4,2024,4,Apr,Q2,2024-04,Educational services
2024-05-01,Educational services [61],1596.7,2024,5,May,Q2,2024-05,Educational services
2024-06-01,Educational services [61],1601.2,2024,6,Jun,Q2,2024-06,Educational services
2024-07-01,Educational services [61],1284.8,2024,7,Jul,Q3,2024-07,Educational services
2024-08-01,Educational services [61],1284.8,2024,8,Aug,Q3,2024-08,Educational services
2024-09-01,Educational services [61],1595.5,2024,9,Sep,Q3,2024-09,Educational services
2024-10-01,Educational services [61],1633.4,2024,10,Oct,Q4,2024-10,Educational services
2024-11-01,Educational services [61],1660.9,2024,11,Nov,Q4,2024-11,Educational services
2024-12-01,Educational services [61],1674.0,2024,12,Dec,Q4,2024-12,Educational services
2019-01-01,Health care and social assistance [62],2447.7,2019,1,Jan,Q1,2019-01,Health care and social assistance
2019-02-01,Health care and social assistance [62],2446.8,2019,2,Feb,Q1,2019-02,Health care and social assistance
2019-03-01,Health care and social assistance [62],2422.9,2019,3,Mar,Q1,2019-03,Health care and social assistance
2019-04-01,Health care and social assistance [62],2427.9,2019,4,Apr,Q2,2019-04,Health care and social assistance
2019-05-01,Health care and social assistance [62],2451.5,2019,5,May,Q2,2019-05,Health care and social assistance
2019-06-01,Health care and social assistance [62],2478.3,2019,6,Jun,Q2,2019-06,Health care and social assistance
2019-07-01,Health care and social assistance [62],2500.1,2019,7,Jul,Q3,2019-07,Health care and social assistance
2019-08-01,Health care and social assistance [62],2510.1,2019,8,Aug,Q3,2019-08,Health care and social assistance
2019-09-01,Health care and social assistance [62],2495.9,2019,9,Sep,Q3,2019-09,Health care and social assistance
2019-10-01,Health care and social assistance [62],2502.0,2019,10,Oct,Q4,2019-10,Health care and social assistance
2019-11-01,Health care and social assistance [62],2501.5,2019,11,Nov,Q4,2019-11,Health care and social assistance
2019-12-01,Health care and social assistance [62],2510.2,2019,12,Dec,Q4,2019-12,Health care and social assistance
2020-01-01,Health care and social assistance [62],2505.7,2020,1,Jan,Q1,2020-01,Health care and social assistance
2020-02-01,Health care and social assistance [62],2509.8,2020,2,Feb,Q1,2020-02,Health care and social assistance
2020-03-01,Health care and social assistance [62],2367.0,2020,3,Mar,Q1,2020-03,Health care and social assistance
2020-04-01,Health care and social assistance [62],2233.6,2020,4,Apr,Q2,2020-04,Health care and social assistance
2020-05-01,Health care and social assistance [62],2253.7,2020,5,May,Q2,2020-05,Health care and social assistance
2020-06-01,Health care and social assistance [62],2404.2,2020,6,Jun,Q2,2020-06,Health care and social assistance
2020-07-01,Health care and social assistance [62],2429.3,2020,7,Jul,Q3,2020-07,Health care and social assistance
2020-08-01,Health care and social assistance [62],2431.1,2020,8,Aug,Q3,2020-08,Health care and social assistance
2020-09-01,Health care and social assistance [62],2433.7,2020,9,Sep,Q3,2020-09,Health care and social assistance
2020-10-01,Health care and social assistance [62],2440.5,2020,10,Oct,Q4,2020-10,Health care and social assistance
2020-11-01,Health care and social assistance [62],2458.2,2020,11,Nov,Q4,2020-11,Health care and social assistance
2020-12-01,Health care and social assistance [62],2441.9,2020,12,Dec,Q4,2020-12,Health care and social assistance
2021-01-01,Health care and social assistance [62],2450.3,2021,1,Jan,Q1,2021-01,Health care and social assistance
2021-02-01,Health care and social assistance [62],2458.7,2021,2,Feb,Q1,2021-02,Health care and social assistance
2021-03-01,Health care and social assistance [62],2504.8,2021,3,Mar,Q1,2021-03,Health care and social assistance
2021-04-01,Health care and social assistance [62],2494.4,2021,4,Apr,Q2,2021-04,Health care and social assistance
2021-05-01,Health care and social assistance [62],2508.8,2021,5,May,Q2,2021-05,Health care and social assistance
2021-06-01,Health care and social assistance [62],2546.5,2021,6,Jun,Q2,2021-06,Health care and social assistance
2021-07-01,Health care and social assistance [62],2562.8,2021,7,Jul,Q3,2021-07,Health care and social assistance
2021-08-01,Health care and social assistance [62],2546.1,2021,8,Aug,Q3,2021-08,Health care and social assistance
2021-09-01,Health care and social assistance [62],2535.7,2021,9,Sep,Q3,2021-09,Health care and social assistance
2021-10-01,Health care and social assistance [62],2551.2,2021,10,Oct,Q4,2021-10,Health care and social assistance
2021-11-01,Health care and social assistance [62],2571.6,2021,11,Nov,Q4,2021-11,Health care and social assistance
2021-12-01,Health care and social assistance [62],2573.8,2021,12,Dec,Q4,2021-12,Health care and social assistance
2022-01-01,Health care and social assistance [62],2580.0,2022,1,Jan,Q1,2022-01,Health care and social assistance
2022-02-01,Health care and social assistance [62],2607.3,2022,2,Feb,Q1,2022-02,Health care and social assistance
2022-03-01,Health care and social assistance [62],2607.6,2022,3,Mar,Q1,2022-03,Health care and social assistance
2022-04-01,Health care and social assistance [62],2589.6,2022,4,Apr,Q2,2022-04,Health care and social assistance
2022-05-01,Health care and social assistance [62],2610.6,2022,5,May,Q2,2022-05,Health care and social assistance
2022-06-01,Health care and social assistance [62],2617.6,2022,6,Jun,Q2,2022-06,Health care and social assistance
2022-07-01,Health care and social assistance [62],2621.7,2022,7,Jul,Q3,2022-07,Health care and social assistance
2022-08-01,Health care and social assistance [62],2630.9,2022,8,Aug,Q3,2022-08,Health care and social assistance
2022-09-01,Health care and social assistance [62],2626.1,2022,9,Sep,Q3,2022-09,Health care and social assistance
2022-10-01,Health care and social assistance [62],2640.5,2022,10,Oct,Q4,2022-10,Health care and social assistance
2022-11-01,Health care and social assistance [62],2643.9,2022,11,Nov,Q4,2022-11,Health care and social assistance
2022-12-01,Health care and social assistance [62],2610.1,2022,12,Dec,Q4,2022-12,Health care and social assistance
2023-01-01,Health care and social assistance [62],2648.7,2023,1,Jan,Q1,2023-01,Health care and social assistance
2023-02-01,Health care and social assistance [62],2673.4,2023,2,Feb,Q1,2023-02,Health care and social assistance
2023-03-01,Health care and social assistance [62],2665.0,2023,3,Mar,Q1,2023-03,Health care and social assistance
2023-04-01,Health care and social assistance [62],2649.9,2023,4,Apr,Q2,2023-04,Health care and social assistance
2023-05-01,Health care and social assistance [62],2657.8,2023,5,May,Q2,2023-05,Health care and social assistance
2023-06-01,Health care and social assistance [62],2698.2,2023,6,Jun,Q2,2023-06,Health care and social assistance
2023-07-01,Health care and social assistance [62],2738.8,2023,7,Jul,Q3,2023-07,Health care and social assistance
2023-08-01,Health care and social assistance [62],2733.2,2023,8,Aug,Q3,2023-08,Health care and social assistance
2023-09-01,Health care and social assistance [62],2709.0,2023,9,Sep,Q3,2023-09,Health care and social assistance
2023-10-01,Health care and social assistance [62],2725.2,2023,10,Oct,Q4,2023-10,Health care and social assistance
2023-11-01,Health care and social assistance [62],2726.1,2023,11,Nov,Q4,2023-11,Health care and social assistance
2023-12-01,Health care and social assistance [62],2734.7,2023,12,Dec,Q4,2023-12,Health care and social assistance
2024-01-01,Health care and social assistance [62],2728.0,2024,1,Jan,Q1,2024-01,Health care and social assistance
2024-02-01,Health care and social assistance [62],2738.6,2024,2,Feb,Q1,2024-02,Health care and social assistance
2024-03-01,Health care and social assistance [62],2785.6,2024,3,Mar,Q1,2024-03,Health care and social assistance
2024-04-01,Health care and social assistance [62],2787.9,2024,4,Apr,Q2,2024-04,Health care and social assistance
2024-05-01,Health care and social assistance [62],2820.0,2024,5,May,Q2,2024-05,Health care and social assistance
2024-06-01,Health care and social assistance [62],2827.4,2024,6,Jun,Q2,2024-06,Health care and social assistance
2024-07-01,Health care and social assistance [62],2853.5,2024,7,Jul,Q3,2024-07,Health care and social assistance
2024-08-01,Health care and social assistance [62],2869.6,2024,8,Aug,Q3,2024-08,Health care and social assistance
2024-09-01,Health care and social assistance [62],2849.0,2024,9,Sep,Q3,2024-09,Health care and social assistance
2024-10-01,Health care and social assistance [62],2852.6,2024,10,Oct,Q4,2024-10,Health care and social assistance
2024-11-01,Health care and social assistance [62],2858.7,2024,11,Nov,Q4,2024-11,Health care and social assistance
2024-12-01,Health care and social assistance [62],2863.5,2024,12,Dec,Q4,2024-12,Health care and social assistance
2019-01-01,"Information, culture and recreation [51, 71]",727.6,2019,1,Jan,Q1,2019-01,"Information, culture and recreation"
2019-02-01,"Information, culture and recreation [51, 71]",741.5,2019,2,Feb,Q1,2019-02,"Information, culture and recreation"
2019-03-01,"Information, culture and recreation [51, 71]",744.8,2019,3,Mar,Q1,2019-03,"Information, culture and recreation"
2019-04-01,"Information, culture and recreation [51, 71]",760.2,2019,4,Apr,Q2,2019-04,"Information, culture and recreation"
2019-05-01,"Information, culture and recreation [51, 71]",784.8,2019,5,May,Q2,2019-05,"Information, culture and recreation"
2019-06-01,"Information, culture and recreation [51, 71]",829.0,2019,6,Jun,Q2,2019-06,"Information, culture and recreation"
2019-07-01,"Information, culture and recreation [51, 71]",891.5,2019,7,Jul,Q3,2019-07,"Information, culture and recreation"
2019-08-01,"Information, culture and recreation [51, 71]",882.0,2019,8,Aug,Q3,2019-08,"Information, culture and recreation"
2019-09-01,"Information, culture and recreation [51, 71]",759.4,2019,9,Sep,Q3,2019-09,"Information, culture and recreation"
2019-10-01,"Information, culture and recreation [51, 71]",746.9,2019,10,Oct,Q4,2019-10,"Information, culture and recreation"
2019-11-01,"Information, culture and recreation [51, 71]",732.0,2019,11,Nov,Q4,2019-11,"Information, culture and recreation"
2019-12-01,"Information, culture and recreation [51, 71]",744.8,2019,12,Dec,Q4,2019-12,"Information, culture and recreation"
2020-01-01,"Information, culture and recreation [51, 71]",746.5,2020,1,Jan,Q1,2020-01,"Information, culture and recreation"
2020-02-01,"Information, culture and recreation [51, 71]",747.9,2020,2,Feb,Q1,2020-02,"Information, culture and recreation"
2020-03-01,"Information, culture and recreation [51, 71]",631.3,2020,3,Mar,Q1,2020-03,"Information, culture and recreation"
2020-04-01,"Information, culture and recreation [51, 71]",554.4,2020,4,Apr,Q2,2020-04,"Information, culture and recreation"
2020-05-01,"Information, culture and recreation [51, 71]",583.8,2020,5,May,Q2,2020-05,"Information, culture and recreation"
2020-06-01,"Information, culture and recreation [51, 71]",675.3,2020,6,Jun,Q2,2020-06,"Information, culture and recreation"
2020-07-01,"Information, culture and recreation [51, 71]",746.4,2020,7,Jul,Q3,2020-07,"Information, culture and recreation"
2020-08-01,"Information, culture and recreation [51, 71]",747.5,2020,8,Aug,Q3,2020-08,"Information, culture and recreation"
2020-09-01,"Information, culture and recreation [51, 71]",714.3,2020,9,Sep,Q3,2020-09,"Information, culture and recreation"
2020-10-01,"Information, culture and recreation [51, 71]",692.3,2020,10,Oct,Q4,2020-10,"Information, culture and recreation"
2020-11-01,"Information, culture and recreation [51, 71]",651.0,2020,11,Nov,Q4,2020-11,"Information, culture and recreation"
2020-12-01,"Information, culture and recreation [51, 71]",634.3,2020,12,Dec,Q4,2020-12,"Information, culture and recreation"
2021-01-01,"Information, culture and recreation [51, 71]",610.9,2021,1,Jan,Q1,2021-01,"Information, culture and recreation"
2021-02-01,"Information, culture and recreation [51, 71]",622.5,2021,2,Feb,Q1,2021-02,"Information, culture and recreation"
2021-03-01,"Information, culture and recreation [51, 71]",665.6,2021,3,Mar,Q1,2021-03,"Information, culture and recreation"
2021-04-01,"Information, culture and recreation [51, 71]",645.6,2021,4,Apr,Q2,2021-04,"Information, culture and recreation"
2021-05-01,"Information, culture and recreation [51, 71]",680.7,2021,5,May,Q2,2021-05,"Information, culture and recreation"
2021-06-01,"Information, culture and recreation [51, 71]",733.6,2021,6,Jun,Q2,2021-06,"Information, culture and recreation"
2021-07-01,"Information, culture and recreation [51, 71]",808.4,2021,7,Jul,Q3,2021-07,"Information, culture and recreation"
2021-08-01,"Information, culture and recreation [51, 71]",818.9,2021,8,Aug,Q3,2021-08,"Information, culture and recreation"
2021-09-01,"Information, culture and recreation [51, 71]",742.7,2021,9,Sep,Q3,2021-09,"Information, culture and recreation"
2021-10-01,"Information, culture and recreation [51, 71]",754.2,2021,10,Oct,Q4,2021-10,"Information, culture and recreation"
2021-11-01,"Information, culture and recreation [51, 71]",750.0,2021,11,Nov,Q4,2021-11,"Information, culture and recreation"
2021-12-01,"Information, culture and recreation [51, 71]",747.8,2021,12,Dec,Q4,2021-12,"Information, culture and recreation"
2022-01-01,"Information, culture and recreation [51, 71]",697.1,2022,1,Jan,Q1,2022-01,"Information, culture and recreation"
2022-02-01,"Information, culture and recreation [51, 71]",786.4,2022,2,Feb,Q1,2022-02,"Information, culture and recreation"
2022-03-01,"Information, culture and recreation [51, 71]",774.7,2022,3,Mar,Q1,2022-03,"Information, culture and recreation"
2022-04-01,"Information, culture and recreation [51, 71]",778.1,2022,4,Apr,Q2,2022-04,"Information, culture and recreation"
2022-05-01,"Information, culture and recreation [51, 71]",847.5,2022,5,May,Q2,2022-05,"Information, culture and recreation"
2022-06-01,"Information, culture and recreation [51, 71]",849.8,2022,6,Jun,Q2,2022-06,"Information, culture and recreation"
2022-07-01,"Information, culture and recreation [51, 71]",919.6,2022,7,Jul,Q3,2022-07,"Information, culture and recreation"
2022-08-01,"Information, culture and recreation [51, 71]",900.0,2022,8,Aug,Q3,2022-08,"Information, culture and recreation"
2022-09-01,"Information, culture and recreation [51, 71]",800.7,2022,9,Sep,Q3,2022-09,"Information, culture and recreation"
2022-10-01,"Information, culture and recreation [51, 71]",790.7,2022,10,Oct,Q4,2022-10,"Information, culture and recreation"
2022-11-01,"Information, culture and recreation [51, 71]",775.9,2022,11,Nov,Q4,2022-11,"Information, culture and recreation"
2022-12-01,"Information, culture and recreation [51, 71]",794.0,2022,12,Dec,Q4,2022-12,"Information, culture and recreation"
2023-01-01,"Information, culture and recreation [51, 71]",804.2,2023,1,Jan,Q1,2023-01,"Information, culture and recreation"
2023-02-01,"Information, culture and recreation [51, 71]",803.4,2023,2,Feb,Q1,2023-02,"Information, culture and recreation"
2023-03-01,"Information, culture and recreation [51, 71]",804.3,2023,3,Mar,Q1,2023-03,"Information, culture and recreation"
2023-04-01,"Information, culture and recreation [51, 71]",807.9,2023,4,Apr,Q2,2023-04,"Information, culture and recreation"
2023-05-01,"Information, culture and recreation [51, 71]",867.9,2023,5,May,Q2,2023-05,"Information, culture and recreation"
2023-06-01,"Information, culture and recreation [51, 71]",899.1,2023,6,Jun,Q2,2023-06,"Information, culture and recreation"
2023-07-01,"Information, culture and recreation [51, 71]",954.6,2023,7,Jul,Q3,2023-07,"Information, culture and recreation"
2023-08-01,"Information, culture and recreation [51, 71]",942.3,2023,8,Aug,Q3,2023-08,"Information, culture and recreation"
2023-09-01,"Information, culture and recreation [51, 71]",823.0,2023,9,Sep,Q3,2023-09,"Information, culture and recreation"
2023-10-01,"Information, culture and recreation [51, 71]",836.7,2023,10,Oct,Q4,2023-10,"Information, culture and recreation"
